fid,frac,n_total,mean_act,modal,top_words,bucket,cluster,dist_to_centroid,label
2809,0.2,50,1.338,association,"['association', 'colleges', 'association', 'nervous', 'learning', 'personality', 'wish', 'behavioral', 'behaviour', 'personality']",q2,12,0.3312888194118538,"policy/infrastructure reporting prose (lockdown, colonial infrastructure, community risk)"
2834,0.2,50,1.279,possible,"['but', 'possible', 'ground', 'italian', 'heck', 'fact', 'case', 'to', 'possible', 'industry']",q2,1,0.3002695327936749,ordinal-enumeration words (Second/Third) + 'kind' idiom
2882,0.3,50,1.326,individuals,"['re', ',', 'object', 'parents', 'unwilling', 'individuals', 'individuals', 'raised', 'individuals', ',']",q2,4,0.33226058250543306,"regulatory/permit-document vocabulary (NOTE, general permit, vulnerable)"
2907,0.2,50,1.429,""".[","['created', '"".[', 'creation', 'âģĵ', 'resides', 'issue', 'â£', '"".[', 'never', '$\\']",q2,8,0.31685190786830886,"quoted/reported questions ('what...?', 'as it is said') + formal-organization nouns"
2912,0.2,50,1.191,an,"['consequently', 'results', 'goes', 'an', 'resulting', 'an', 'besides', 'isn', 'thereby', '11']",q2,8,0.38993637429368927,"quoted/reported questions ('what...?', 'as it is said') + formal-organization nouns"
2918,0.2,50,1.244,level,"['he', 'â£', 'level', 'level', 'guess', 'whether', 'either', '.', 'there', 'following']",q2,10,0.3196756520985866,sports-stat citations (.XXX average) + 'Mr.'/board-game vocabulary
2930,0.1,50,1.287,longer,"['longer', 'knew', '5', 'got', 'she', '-', 'herself', 'likes', 'self', 'finding']",q2,8,0.3660118545384436,"quoted/reported questions ('what...?', 'as it is said') + formal-organization nouns"
2934,0.2,50,1.397,s,"['s', 'your', 'need', ""'s"", 'the', 's', 'experience', 'impact', 'return', 'judgments']",q2,5,0.3077644228636561,"software/product-requirements vocabulary (version, needs, platform, domain)"
2944,0.1,50,1.424,making,"['making', 'watch', 'fight', 'why', 'live', 'may', 'shall', '+', 'two', '`']",q2,3,0.3187678382711745,"noisy grab-bag, no consistent theme"
2978,0.2,50,1.403,la,"['la', 'veteran', 'f', 'la', 'able', 'acquiring', 'encourage', 'the', 'reserved', 'custom']",q2,4,0.2930444708581864,"regulatory/permit-document vocabulary (NOTE, general permit, vulnerable)"
2981,0.1,50,1.322,defendant,"['defendant', 'caliphate', 'judge', 'manager', 'learned', 'derived', 'instructors', 'grown', 'textbook', 'prosecutor']",q2,12,0.32251836819227137,"policy/infrastructure reporting prose (lockdown, colonial infrastructure, community risk)"
2989,0.2,50,1.139,for,"['?"".', 'for', 'foregoing', 'following', 'following', 'in', 'cctv', 'for', ',""', 'coming']",q2,10,0.4484144277228322,sports-stat citations (.XXX average) + 'Mr.'/board-game vocabulary
5,0.3,50,4.54,positioned,"['positioned', 'placement', 'positioned', 'located', 'positioned', 'located', 'to', 'mounted', 'the', 'the']",q3,5,0.4431056851326451,abstract-noun grab-bag: instruction/direction/destruction/treatment (academic register)
7,0.2,50,3.907,l,"['occurred', 'warning', 'performance', 'layer', 'l', 'specifying', 'l', 'severity', 'reflect', 'idea']",q3,2,0.33857597918402166,"business/technical-strategy vocabulary (strategy, efficiency, calibration, analytic)"
9,0.2,50,4.469,depth,"['sensor', 'probes', 'search', 'depth', 'microscopic', 'of', 'probing', 'police', 'depth', 'microscopic']",q3,2,0.33739237914761006,"business/technical-strategy vocabulary (strategy, efficiency, calibration, analytic)"
16,0.4,50,5.203,growth,"['growth', 'growth', 'growing', 'growing', 'growth', 'growing', 'grow', 'grow', 'growth', 'grown']",q3,11,0.4115510224649989,"mixed content-word grab-bag (clothing, sports scores, geological timescales)"
23,0.2,50,1.724,communities,"['below', 'user', 'players', 'communities', 'parts', ')', 'parts', 'communities', 'playing', 'versions']",q3,3,0.2768792691490775,"community/user-engagement vocabulary (players, communities, user interface)"
56,0.3,50,5.351,clicking,"['choose', 'clicking', 'choice', 'selecting', 'clicking', 'choice', 'choose', 'clicking', 'choosing', 'select']",q3,11,0.4890982177883155,"mixed content-word grab-bag (clothing, sports scores, geological timescales)"
58,0.3,50,4.976,easily,"['easily', 'thoroughly', 'easily', 'easily', 'famously', 'definitely', 'famously', 'recently', 'clearly', 'thoroughly']",q3,11,0.38857122169317726,"mixed content-word grab-bag (clothing, sports scores, geological timescales)"
63,0.3,50,4.727,point,"['point', 'dynamic', 'point', 'point', 'analytic', 'io', 'efficiency', 'frequencies', 'border', 'â®']",q3,2,0.31523455276182955,"business/technical-strategy vocabulary (strategy, efficiency, calibration, analytic)"
73,0.1,50,1.56,pulses,"['pulses', 'quantity', 'consecutive', 'endeavor', 'themselves', 'composition', 'which', 'appearances', 'available', 'taken']",q3,13,0.37544267467507225,regulatory-comment-response register ('A commenter requested/raised...')
118,0.1,50,5.065,threading,"['threading', 'nding', 'indexing', 'requisitioning', 'vesting', 'slighted', 'bested', 'rewriting', 'muting', 'surpassing']",q3,11,0.351473230190017,"mixed content-word grab-bag (clothing, sports scores, geological timescales)"
158,0.3,50,2.14,and,"['and', 'and', 'third', 'third', '-', 'first', 'and', 'a', '3', 'down']",q3,11,0.4727589694929531,"mixed content-word grab-bag (clothing, sports scores, geological timescales)"
160,0.2,50,5.543,calibration,"['runner', 'scenario', 'properties', 'calibration', 'disturbance', 'transient', 'table', 'calibration', 'investigation', 'rule']",q3,2,0.3344062208971917,"business/technical-strategy vocabulary (strategy, efficiency, calibration, analytic)"
173,0.3,50,4.129,thousands,"['millions', 'thousands', 'thousands', 'code', 'billions', '32', 'query', '----', 'thousands', 'millions']",q3,1,0.45424664828324085,mixed prose: informal tech-forum voice + institutional-report phrasing
177,0.2,50,1.437,which,"['someone', 'we', 'dealing', 'which', 'which', 'was', 'had', 'being', 'it', 'there']",q3,0,0.2929243852002767,relative-clause connective (who/which/whom) in descriptive/narrative prose
183,0.2,27,1.547,17,"['17', '11', '20', '12', '37', '20', '13', '17', '19', '37']",q3,6,0.49350961253754705,"geographic/administrative entity nouns (United Kingdom, Belgium, region codes) + citation numbering"
187,0.3,50,4.715,release,"['released', 'release', 'runs', 'activates', 'release', 'ships', 'be', 'release', 'released', 'launched']",q3,11,0.3844559850195408,"mixed content-word grab-bag (clothing, sports scores, geological timescales)"
232,0.4,50,4.131,limited,"['limited', 'constraints', 'binary', 'constraints', 'injured', 'structures', 'limited', 'limited', 'limited', 'injury']",q3,5,0.3727099923870322,abstract-noun grab-bag: instruction/direction/destruction/treatment (academic register)
258,0.3,50,1.536,frame,"['followed', 'int', 'frames', 'frame', '_', 'frame', 'has', 'hz', 'frame', 'version']",q3,8,0.3314234702452827,'from all walks of life' idiom + generic narrative connectives
271,0.3,50,4.883,stage,"['produce', 'stage', 'stage', '&&', 'stages', 'stage', 'achieve', '&', 'chance', '&']",q3,1,0.3731908562004936,mixed prose: informal tech-forum voice + institutional-report phrasing
281,0.2,50,4.957,process,"['process', 'perform', 'behave', 'behaves', 'process', 'behave', 'behaves', 'routine', 'treated', 'processes']",q3,5,0.3763487893240552,abstract-noun grab-bag: instruction/direction/destruction/treatment (academic register)
283,0.4,50,4.623,before,"['before', 'established', 'suited', 'before', 'before', 'suited', 'established', 'defended', 'suited', 'before']",q3,5,0.3822810377574409,abstract-noun grab-bag: instruction/direction/destruction/treatment (academic register)
296,0.3,50,2.141,bear,"['take', 'bear', 'bear', 'campaign', 'take', 'until', 'bear', 'raise', 'the', 'campaigns']",q3,1,0.36720837632871733,mixed prose: informal tech-forum voice + institutional-report phrasing
299,0.2,50,1.549,><,"[""'ll"", '><', 'you', '><', 'his', '10', 'with', '([', '=-', 'his']",q3,6,0.4328528181337955,"geographic/administrative entity nouns (United Kingdom, Belgium, region codes) + citation numbering"
331,0.4,50,1.629,&,"['&', 'called', '&', '&', 'occasion', 'especially', 'also', "".''"", '&', 'called']",q3,8,0.3984531740821195,'from all walks of life' idiom + generic narrative connectives
346,0.4,50,1.679,as,"['as', 'in', 'as', 'to', 'as', 'published', 'in', 'as', 'in', 'published']",q3,1,0.42819945602030146,mixed prose: informal tech-forum voice + institutional-report phrasing
364,0.1,50,1.622,solution,"['solution', 'that', 'parenting', 'using', 'job', 'towards', 'care', 'themselves', 'internet', 'sort']",q3,1,0.29097521587105263,mixed prose: informal tech-forum voice + institutional-report phrasing
405,0.3,50,4.334,fear,"['fear', 'scared', 'scared', 'fears', 'fear', 'fear', 'afraid', 'afraid', 'afraid', 'dread']",q3,5,0.44298267902049504,abstract-noun grab-bag: instruction/direction/destruction/treatment (academic register)
410,0.2,50,1.71,the,"['the', 'the', 'november', '://', 'http', 'respective', 'prefer', 'highest', 'those', 'combination']",q3,10,0.338893719233659,noisy grab-bag (medical symptoms + business/tech metrics)
422,0.3,50,5.425,leader,"['leader', 'leader', 'top', 'standard', 'no', 'top', 'leader', 'standard', 'giant', 'leaders']",q3,11,0.3710359731742879,"mixed content-word grab-bag (clothing, sports scores, geological timescales)"
424,0.2,50,1.57,very,"['very', 'therefore', 'last', 'an', 'whereas', 'come', 'there', 'been', 'moved', 'very']",q3,0,0.34195105046083785,relative-clause connective (who/which/whom) in descriptive/narrative prose
441,0.2,50,5.568,responsibility,"['responsibility', 'social', 'socially', 'compassion', 'attitude', 'personality', 'community', 'character', 'behavior', 'responsibility']",q3,2,0.3359165150934482,"business/technical-strategy vocabulary (strategy, efficiency, calibration, analytic)"
477,0.0,50,4.717,,[],q3,12,0.35604274620538784,paragraph-break whitespace before 'ACKNOWLEDGEMENTS' + noisy grab-bag
481,0.2,50,1.466,went,"['went', 'members', 'go', 'attended', 'given', '.', 'french', 'went', 'thought', 'go']",q3,3,0.3403493807717082,"community/user-engagement vocabulary (players, communities, user interface)"
499,0.4,50,4.662,quasi,"['quasi', 'quasi', 'quasi', 'quasi', 'ideal', 'almost', 'nearest', 'extend', 'nearest', 'almost']",q3,2,0.4729101391562885,"business/technical-strategy vocabulary (strategy, efficiency, calibration, analytic)"
501,0.2,50,1.703,walks,"['walks', 'other', 'walks', 'reader', 'broke', 'touched', '];', 'wrong', 'elderly']",q3,8,0.29684138716202413,'from all walks of life' idiom + generic narrative connectives
546,0.4,50,4.888,bid,"['bi', 'b', 'bid', 'label', 'bid', 'border', 'binary', 'commits', 'bid', 'bid']",q3,2,0.45586599104159387,"business/technical-strategy vocabulary (strategy, efficiency, calibration, analytic)"
550,0.4,50,5.181,required,"['observed', 'required', 'used', 'observed', 'required', 'required', 'presented', 'observed', 'required', 'used']",q3,13,0.4251253012724682,regulatory-comment-response register ('A commenter requested/raised...')
587,0.4,50,4.337,brought,"['brought', 'inspire', 'brought', 'cause', 'brought', 'brought', 'about', 'encourage', 'caused', 'invoke']",q3,5,0.43262541011667355,abstract-noun grab-bag: instruction/direction/destruction/treatment (academic register)
589,0.1,50,4.053,kick,"['kick', 'want', 'mailed', 'offer', 'encouraged', 'until', 'took', 'left', 'noticed', 'hear']",q3,12,0.3639828701487917,paragraph-break whitespace before 'ACKNOWLEDGEMENTS' + noisy grab-bag
591,0.2,50,1.571,too,"['seen', 'little', 'too', 'thousands', 'busy', 'busy', 'too', 'therefore', 'a', 'two']",q3,3,0.35105474722951907,"community/user-engagement vocabulary (players, communities, user interface)"
599,0.4,50,4.492,possible,"['could', 'escape', 'managed', 'by', 'get', 'possible', 'possible', 'possible', 'enough', 'possible']",q3,5,0.40271359829568404,abstract-noun grab-bag: instruction/direction/destruction/treatment (academic register)
606,0.2,50,5.049,version,"['october', '14', 'version', '-', 'anon', '(', ',', 'tue', '#', 'version']",q3,7,0.4351539889307158,'It was...' historical/technical-description sentences (computing-history register)
614,0.4,50,5.1,idea,"['predictions', 'idea', 'vision', 'model', 'vision', 'idea', 'plan', 'models', 'idea', 'idea']",q3,5,0.34430003480810356,abstract-noun grab-bag: instruction/direction/destruction/treatment (academic register)
633,0.4,50,1.906,genre,"['media', 'industry', 'genre', 'media', 'greenhouse', 'genre', 'genre', 'genre', 'geo', 'media']",q3,10,0.3085863990073113,noisy grab-bag (medical symptoms + business/tech metrics)
655,0.3,50,5.124,played,"['played', 'playing', 'played', 'watching', 'play', 'listening', 'play', 'played', 'playing', 'play']",q3,3,0.380755557664124,"community/user-engagement vocabulary (players, communities, user interface)"
658,0.2,50,1.52,such,"['their', 'such', 'whose', 'selection', 'text', 'gist', 'whose', 'type', 'visually', 'such']",q3,10,0.3239304520605547,noisy grab-bag (medical symptoms + business/tech metrics)
659,0.3,50,1.508,which,"['letting', 'their', 'which', 'which', 'whom', 'which', 'your', 'used', 'carries', 'take']",q3,0,0.28705684569777806,relative-clause connective (who/which/whom) in descriptive/narrative prose
675,0.1,50,1.538,customer,"['customer', 'hence', 'which', 'vulnerability', 'retrieved', 'defence', 'relationship', 'given', 'sense', 'the']",q3,1,0.3462456208682346,mixed prose: informal tech-forum voice + institutional-report phrasing
689,0.4,50,5.55,election,"['election', 'for', 'votes', 'vote', 'election', 'election', 'votes', 'election', 'in', 'elected']",q3,11,0.3629845101482646,"mixed content-word grab-bag (clothing, sports scores, geological timescales)"
701,0.1,50,4.391,distant,"['distant', 'fold', 'string', 'lowering', 'across', 'label', 'lowers', 'stated', 'front', 'implies']",q3,5,0.3217402803650375,abstract-noun grab-bag: instruction/direction/destruction/treatment (academic register)
725,0.4,50,4.89,**,"['**', '**', 'relative', 'temporary', 'action', 'kingdom', 'action', '**', 'const', '**']",q3,2,0.3698482285618075,"business/technical-strategy vocabulary (strategy, efficiency, calibration, analytic)"
739,0.3,12,1.647,=],"['=]', '=]', '=]', '=', '];', '=],', '._', '._', '>', '];']",q3,7,0.5880107292316797,'It was...' historical/technical-description sentences (computing-history register)
742,0.3,50,4.482,the,"['the', 'they', 's', 'the', 'it', 'it', 'it', 'philosophy', 'the', 'approach']",q3,4,0.3221836337858608,pure determiner/preposition feature (a/the/to/of) — no topical theme
750,0.4,50,5.538,key,"['critical', 'key', 'critical', 'key', 'key', 'pivotal', 'pivotal', 'critical', 'intersection', 'key']",q3,2,0.44320869093058424,"business/technical-strategy vocabulary (strategy, efficiency, calibration, analytic)"
751,0.2,50,1.62,such,"['such', 'd', 'such', 'devoid', 'further', 'noble', 'rather', 'greater', 'poorer', 'distance']",q3,6,0.3223871339550886,"geographic/administrative entity nouns (United Kingdom, Belgium, region codes) + citation numbering"
763,0.4,50,1.657,if,"['if', 'if', 'b', 'if', '2020', '40', 'want', 'if', 'can', '120']",q3,8,0.414162966960728,'from all walks of life' idiom + generic narrative connectives
766,0.4,50,1.644,latter,"['latter', 'thousands', 'occasion', 'latter', 'latter', 'latter', 'fellow', 'who', 'shore', 'communities']",q3,6,0.36570777210647853,"geographic/administrative entity nouns (United Kingdom, Belgium, region codes) + citation numbering"
810,0.4,50,3.475,strategies,"['strategies', 'principles', 'strategies', 'strategies', 'strategy', 'strategy', 'strategy', 'guidelines', 'strategies', 'strategy']",q3,2,0.3918786327454098,"business/technical-strategy vocabulary (strategy, efficiency, calibration, analytic)"
841,0.2,50,1.702,'s,"['like', 'seen', 'between', ""'s"", 'interval', ""'s"", 'last', 'best', 'were', 'particular']",q3,8,0.31941043084772514,'from all walks of life' idiom + generic narrative connectives
856,0.1,50,3.914,objects,"['objects', 'instruction', 'direction', 'directed', 'part', 'medium', 'term', 'purpose', 'form', 'partners']",q3,5,0.2865264952102379,abstract-noun grab-bag: instruction/direction/destruction/treatment (academic register)
872,0.2,50,1.495,whom,"['(%', 'whom', 'whom', 'whose', 'the', 'she', 'they', '&', 'whose', 'flood']",q3,6,0.31252434104047844,"geographic/administrative entity nouns (United Kingdom, Belgium, region codes) + citation numbering"
884,0.3,50,5.588,their,"['their', 'to', 'their', 'the', '-', 'their', 'it', 'efforts', 'desire', 'to']",q3,4,0.2941096457013835,pure determiner/preposition feature (a/the/to/of) — no topical theme
900,0.3,50,1.559,},"['.', 'mockery', 'wearer', '.', 'sake', 'cornerstone', '}', '}', 'newcomer', '}']",q3,6,0.40205021308660427,"geographic/administrative entity nouns (United Kingdom, Belgium, region codes) + citation numbering"
914,0.4,50,4.168,a,"['the', 'being', 'a', 'too', 'a', 'the', 'a', 'stuck', 'a', 'the']",q3,4,0.29300860506128523,pure determiner/preposition feature (a/the/to/of) — no topical theme
953,0.2,50,1.667,-,"['-', 'of', 'same', 'she', 'her', 'their', '-', '.', 'same', 'an']",q3,7,0.3887960369901843,'It was...' historical/technical-description sentences (computing-history register)
959,0.4,50,5.178,directly,"['directly', '=>', 'directly', 'specifically', '=>', '=>', 'directly', '=>', '5', 'directly']",q3,2,0.5002792002929587,"business/technical-strategy vocabulary (strategy, efficiency, calibration, analytic)"
965,0.1,50,4.953,associating,"['associating', 'curate', 'aggregating', 'covariate', 'contaminating', 'consolidates', 'abbreviated', 'covariates', 'fixate', 'validates']",q3,13,0.39034500882479656,regulatory-comment-response register ('A commenter requested/raised...')
1012,0.2,50,5.635,behalf,"['behalf', 'electrical', 'defunct', 'â§â§', 's', 'has', 'behalf', 'former', 'â§â§', 'â§']",q3,13,0.39062776413669237,regulatory-comment-response register ('A commenter requested/raised...')
1018,0.2,50,4.838,even,"['longest', 'much', 'well', 'hz', 'while', 'even', 'displaced', 'even', 'threshold', 'beings']",q3,5,0.36910425584528556,abstract-noun grab-bag: instruction/direction/destruction/treatment (academic register)
1023,0.1,50,1.567,region,"['region', 'anywhere', 'came', 'became', 'belgium', 'four', 'anything', 'passions', 'respectively', '``']",q3,6,0.31002477395267003,"geographic/administrative entity nouns (United Kingdom, Belgium, region codes) + citation numbering"
1051,0.1,50,4.686,""",""","['"",""', 'covers', '75', 'slider', 'down', 'shoot', '\\', 'viii', 'follow', 'vibration']",q3,2,0.3748485384611492,"business/technical-strategy vocabulary (strategy, efficiency, calibration, analytic)"
1077,0.4,50,5.618,that,"['an', 'that', 'the', 'a', 'a', 'that', 'that', 'that', 'a', 'a']",q3,4,0.376283754209619,pure determiner/preposition feature (a/the/to/of) — no topical theme
1106,0.3,50,1.544,isn,"['doubt', 'surrounds', 'isn', '75', 'it', 'isn', 'isn', 'from', 'latter', 'nothing']",q3,0,0.3882716789590909,relative-clause connective (who/which/whom) in descriptive/narrative prose
1170,0.3,50,5.075,presented,"['presented', 'present', 'applying', 'presented', 'replacing', 'place', 'places', 'applied', 'puts', 'presented']",q3,11,0.4038979133144021,"mixed content-word grab-bag (clothing, sports scores, geological timescales)"
1192,0.2,50,4.921,the,"['investing', 'investors', 'markets', 'traders', 'the', 'market', 'investment', 'trading', 'investment', 'the']",q3,3,0.3787462922294518,"community/user-engagement vocabulary (players, communities, user interface)"
1197,0.2,50,1.58,et,"['10', 'kingdom', 'et', '120', 'k', '-', 'et', 'two', '-', '45']",q3,6,0.3099000672565418,"geographic/administrative entity nouns (United Kingdom, Belgium, region codes) + citation numbering"
1208,0.2,50,1.569,give,"['degrees', 'each', 'another', 'give', 'hers', '$\\', 'give', '$', 'shop', 'themselves']",q3,0,0.30275158081122616,relative-clause connective (who/which/whom) in descriptive/narrative prose
1223,0.1,50,5.179,india,"['india', 'vista', 'illinois', 'spain', 'ravens', 'austria', 'facebook', 'norway', 'california', 'australia']",q3,3,0.49555118739434034,"community/user-engagement vocabulary (players, communities, user interface)"
1233,0.2,50,1.659,into,"['into', 'measures', 'into', 'families', 'analysts', 'regions', 'sure', 'stones', 'others', 'sure']",q3,3,0.33986352188129476,"community/user-engagement vocabulary (players, communities, user interface)"
1254,0.4,50,4.93,allowed,"['allowed', 'allow', 'allowed', 'allowed', 'allow', 'allows', 'allowed', 'permits', 'permitted', 'allowing']",q3,5,0.45409262363390285,abstract-noun grab-bag: instruction/direction/destruction/treatment (academic register)
1262,0.4,50,3.612,great,"['greater', 'great', 'greatest', 'great', 'worthy', 'most', 'great', 'greatest', 'greater', 'great']",q3,11,0.4203565663708844,"mixed content-word grab-bag (clothing, sports scores, geological timescales)"
1268,0.2,50,1.871,they,"['ts', 'figures', 'things', 'countries', 'they', 'they', 'lives', 'fish', 'movies', 'movies']",q3,8,0.3449987563047433,'from all walks of life' idiom + generic narrative connectives
1301,0.4,50,5.007,make,"['make', 'sake', 'produce', 'make', 'make', 'make', 'produced', 'sake', 'produced', 'makes']",q3,11,0.42011230469458166,"mixed content-word grab-bag (clothing, sports scores, geological timescales)"
1329,0.1,50,1.492,imagery,"['imagery', 'obtain', '-', 'clean', 'accused', '(', ').', 'rapper', 'audiences', 'adventurer']",q3,0,0.3050429044608993,relative-clause connective (who/which/whom) in descriptive/narrative prose
1367,0.3,50,5.625,feel,"['felt', 'feeling', 'feel', 'looks', 'feels', 'looks', 'feel', 'situations', 'feels', 'feel']",q3,11,0.4837131377924598,"mixed content-word grab-bag (clothing, sports scores, geological timescales)"
1403,0.4,50,1.73,kinds,"['somewhere', 'kind', 'kinds', 'contents', 'kinds', 'kind', 'kinds', 'kinds', 'classes', 'little']",q3,5,0.4662360183067188,abstract-noun grab-bag: instruction/direction/destruction/treatment (academic register)
1440,0.3,50,4.744,car,"['cars', 'seat', 'the', 'car', 'game', 'car', 'car', 'results', 'game', 'player']",q3,11,0.35965656906698107,"mixed content-word grab-bag (clothing, sports scores, geological timescales)"
1453,0.1,17,1.606,165,"['165', '167', '170', '166', '153', '61', '213', '169', '92', '175']",q3,6,0.5336909297207904,"geographic/administrative entity nouns (United Kingdom, Belgium, region codes) + citation numbering"
1454,0.3,50,3.486,nature,"['nature', 'nature', 'etc', 'seo', 'nature', 'animals', 'life', 'fake', 'life', '*/']",q3,5,0.33477202897204056,abstract-noun grab-bag: instruction/direction/destruction/treatment (academic register)
1480,0.2,50,1.438,mode,"['trip', 'mode', 'journey', 'powers', 'further', 'miles', 'critics', 'courtesy', 'scene', 'mode']",q3,0,0.30196514859011075,relative-clause connective (who/which/whom) in descriptive/narrative prose
1483,0.2,50,1.513,difficulty,"['difficulty', 'variability', 'number', 'running', 'difficulty', 'message', 'partial', 'multi', 'particular', 'field']",q3,10,0.2589720836525894,noisy grab-bag (medical symptoms + business/tech metrics)
1510,0.3,50,4.999,subset,"['deepest', 'subset', 'run', 'subset', 'run', 'importantly', 'go', 'way', 'hold', 'subset']",q3,5,0.34456392657645235,abstract-noun grab-bag: instruction/direction/destruction/treatment (academic register)
1511,0.1,50,1.529,quantity,"['quantity', 'small', 'quantities', 'properties', 'conservation', 'lower', 'previous', 'to', 'smaller', 'restrictions']",q3,0,0.31859220014874434,relative-clause connective (who/which/whom) in descriptive/narrative prose
1533,0.3,50,5.065,with,"['meet', 'to', 'the', 'meet', 'the', 'to', 'with', 'with', 'with', 'meets']",q3,4,0.37916614694370077,pure determiner/preposition feature (a/the/to/of) — no topical theme
1562,0.4,50,1.445,it,"['it', 'it', 'it', '-', 'century', ',', 'it', ""'s"", 'd', 'they']",q3,7,0.35084097454370844,'It was...' historical/technical-description sentences (computing-history register)
1575,0.4,50,4.344,step,"['level', 'levels', 'step', 'level', 'step', 'steps', 'level', 'step', 'status', 'step']",q3,11,0.38704481504699706,"mixed content-word grab-bag (clothing, sports scores, geological timescales)"
1581,0.3,50,1.53,account,"['into', 'account', 'for', 'overflow', 'advantage', 'account', 'most', 'me', 'into', 'account']",q3,0,0.4175934215993185,relative-clause connective (who/which/whom) in descriptive/narrative prose
1582,0.3,50,1.466,very,"['very', 'your', 'while', 'room', 'very', 'taken', 'well', 'very', 'your', 'long']",q3,1,0.33245960549426634,mixed prose: informal tech-forum voice + institutional-report phrasing
1592,0.3,50,4.697,account,"['pt', 'shift', 'account', 'account', 'shift', 'account', 'effect', 'resistance', 'deviations', 'enum']",q3,5,0.3540550204004317,abstract-noun grab-bag: instruction/direction/destruction/treatment (academic register)
1598,0.3,50,1.793,);,"['bio', ');', ""']"", ""']"", ');', '];', 'he', '];', ');', ""');""]",q3,6,0.48252730082842704,"geographic/administrative entity nouns (United Kingdom, Belgium, region codes) + citation numbering"
1608,0.3,50,5.036,well,"['well', 'well', 'impressive', 'elegant', 'careful', 'competently', 'thoughtful', 'tastefully', 'well', 'elegant']",q3,11,0.36903964650949217,"mixed content-word grab-bag (clothing, sports scores, geological timescales)"
1610,0.2,50,1.536,parts,"['$', 'parts', '$\\', 'parts', 'rid', 'and', 'sometimes', 'care', 'putting', 'care']",q3,1,0.3428360787740707,mixed prose: informal tech-forum voice + institutional-report phrasing
1638,0.1,50,5.545,costume,"['costume', 'clothing', 'shoes', 'track', 'sweaters', 'one', 'clothes', 'it', 'in', ""'s""]",q3,11,0.3159840245492353,"mixed content-word grab-bag (clothing, sports scores, geological timescales)"
1682,0.3,50,2.749,work,"['work', 'work', 'spend', 'work', 'good', 'rest', 'the', 'they', 'use', 'be']",q3,11,0.3542134463247411,"mixed content-word grab-bag (clothing, sports scores, geological timescales)"
1686,0.2,50,5.631,configuration,"['configuration', 'controls', 'control', 'control', 'calibration', 'configuration', 'controls', 'logic', 'calibration', 'settings']",q3,2,0.3468824505115207,"business/technical-strategy vocabulary (strategy, efficiency, calibration, analytic)"
1688,0.3,50,4.054,communities,"['communities', 'urban', 'cities', 'society', 'cities', 'communities', 'community', 'communities', 'society', 'community']",q3,3,0.3606736568212788,"community/user-engagement vocabulary (players, communities, user interface)"
1696,0.1,50,1.487,vector,"['vector', 'amount', 'spent', 'amounts', 'ounces', 'app', 'experience', 'excluding', 'function', 'area']",q3,5,0.33626688576163877,abstract-noun grab-bag: instruction/direction/destruction/treatment (academic register)
1698,0.3,50,4.652,known,"['known', 'reconstructed', 'yet', 'known', 'procedures', 'yet', 'known', 'yet', 'tell', 'know']",q3,5,0.35611734486696417,abstract-noun grab-bag: instruction/direction/destruction/treatment (academic register)
1712,0.2,50,1.545,retrieved,"['select', 'retrieved', 'friday', 'now', '|', '*/', 'retrieved', 'j', 'nurs', 'rbi']",q3,12,0.4141584104198074,paragraph-break whitespace before 'ACKNOWLEDGEMENTS' + noisy grab-bag
1727,0.3,50,4.738,affiliate,"['affluent', 'affluent', 'affiliate', 'affiliate', 'writes', 'universe', 'affiliate', 'significant', 'wants', 'material']",q3,2,0.5800958640036911,"business/technical-strategy vocabulary (strategy, efficiency, calibration, analytic)"
1769,0.4,50,5.384,the,"['sea', 'she', 'the', 'her', 'the', 'sea', 'boat', 'the', 'sea', 'the']",q3,11,0.40554945844948276,"mixed content-word grab-bag (clothing, sports scores, geological timescales)"
1814,0.2,50,5.239,investing,"['cells', 'casinos', 'bonds', 'cryptography', 'waves', 'investing', 'soil', 'investing', 'dumps', 'cameras']",q3,3,0.3627950514706667,"community/user-engagement vocabulary (players, communities, user interface)"
1816,0.2,50,4.951,gathered,"['gathered', 'gathered', 'get', 'receives', 'collected', 'collection', 'collecting', 'collected', 'collecting', 'gotten']",q3,11,0.4057404823036658,"mixed content-word grab-bag (clothing, sports scores, geological timescales)"
1823,0.2,50,4.47,1985,"['1985', '1985', '1962', '1983', '1905', '1962', '1984', '1970', '1988', '1982']",q3,8,0.5877029013622114,'from all walks of life' idiom + generic narrative connectives
1840,0.2,50,5.447,proteoliposomes,"['proteoliposome', 'proteoliposomes', 'panathinaikos', 'isopods', 'ornithomimus', 'ornithopod', 'herodotus', 'proteoliposomes', 'aeneid']",q3,11,0.4162175607402616,"mixed content-word grab-bag (clothing, sports scores, geological timescales)"
1846,0.3,50,1.53,just,"['done', 'best', 'just', 'been', 'just', 'just', 'good', 'done', 'been', 'seen']",q3,1,0.38400494118255807,mixed prose: informal tech-forum voice + institutional-report phrasing
1847,0.2,50,1.45,expenditures,"['beyond', 'fathers', 'expenditures', 'been', 'themselves', 'born', 'hinges', 'chief', 'been', 'expenditures']",q3,0,0.3655985079191954,relative-clause connective (who/which/whom) in descriptive/narrative prose
1861,0.4,50,5.528,beginners,"['beginner', 'beginners', 'novice', 'beginner', 'beginner', 'beginners', 'beginners', 'novice', 'newbie', 'beginners']",q3,13,0.4801187990007852,regulatory-comment-response register ('A commenter requested/raised...')
