split,pair_id,good_sentence,bad_sentence,good_doc_id,bad_doc_id,good_input_file,bad_input_file,good_output_file,bad_output_file,good_seq_logprob,bad_seq_logprob,good_num_tokens,bad_num_tokens
npi_present_1,361,Even Kathleen clearly looked like these pictures.,Even Kathleen ever looked like these pictures.,npi_present_1_good_361,npi_present_1_bad_361,longformer-830_834.parquet,longformer-740_744.parquet,pythia-160m-800_999.parquet,pythia-160m-600_799.parquet,-48.88980484008789,-45.689552307128906,8,8
wh_vs_that_with_gap_long_distance,668,Stacey doesn't find out who those cashiers that bother Dan work with.,Stacey doesn't find out that those cashiers that bother Dan work with.,wh_vs_that_with_gap_long_distance_good_668,wh_vs_that_with_gap_long_distance_bad_668,longformer-1155_1159.parquet,longformer-1165_1169.parquet,pythia-160m-1000_1199.parquet,pythia-160m-1000_1199.parquet,-85.8906478881836,-87.5192642211914,14,14
principle_A_domain_1,454,Leslie was saying that the Lutherans don't leave her.,Leslie was saying that the Lutherans don't leave herself.,principle_A_domain_1_good_454,principle_A_domain_1_bad_454,longformer-945_949.parquet,longformer-1020_1024.parquet,pythia-160m-800_999.parquet,pythia-160m-1000_1199.parquet,-57.877296447753906,-62.6119270324707,11,11
only_npi_scope,392,Only Martin's plumbers who Dawn was distracting did ever reveal who could dare every dancer to spin around.,Martin's plumbers who only Dawn was distracting did ever reveal who could dare every dancer to spin around.,only_npi_scope_good_392,only_npi_scope_bad_392,longformer-1325_1329.parquet,longformer-1330_1334.parquet,pythia-160m-1200_1399.parquet,pythia-160m-1200_1399.parquet,-148.0365447998047,-148.436767578125,20,20
principle_A_case_2,442,Stacey imagines herself helping boys.,Stacey imagines herself helped boys.,principle_A_case_2_good_442,principle_A_case_2_bad_442,longformer-475_479.parquet,longformer-455_459.parquet,pythia-160m-400_599.parquet,pythia-160m-400_599.parquet,-44.9142951965332,-49.51475524902344,6,6
complex_NP_island,60,Who were most cashiers who investigated George's tutors leaving?,Who were George's tutors leaving most cashiers who investigated?,complex_NP_island_good_60,complex_NP_island_bad_60,longformer-1100_1104.parquet,longformer-1105_1109.parquet,pythia-160m-1000_1199.parquet,pythia-160m-1000_1199.parquet,-84.76185607910156,-87.6419906616211,11,11
animate_subject_trans,47,Gregory can talk about that senator.,That apple can talk about that senator.,animate_subject_trans_good_47,animate_subject_trans_bad_47,longformer-465_469.parquet,longformer-540_544.parquet,pythia-160m-400_599.parquet,pythia-160m-400_599.parquet,-34.658390045166016,-42.90648651123047,7,8
wh_vs_that_no_gap,634,The Clintons figure out that these doctors returned to Randolf.,The Clintons figure out who these doctors returned to Randolf.,wh_vs_that_no_gap_good_634,wh_vs_that_no_gap_bad_634,longformer-1090_1094.parquet,longformer-1085_1089.parquet,pythia-160m-1000_1199.parquet,pythia-160m-1000_1199.parquet,-73.53862762451172,-74.16890716552734,11,11
regular_plural_subject_verb_agreement_2,500,The dancers fight.,The dancer fight.,regular_plural_subject_verb_agreement_2_good_500,regular_plural_subject_verb_agreement_2_bad_500,longformer-25_29.parquet,longformer-15_19.parquet,pythia-160m-0_199.parquet,pythia-160m-0_199.parquet,-24.798072814941406,-25.655542373657227,4,4
intransitive,282,Jodi responds.,Jodi disagrees with.,intransitive_good_282,intransitive_bad_282,longformer-5_9.parquet,longformer-35_39.parquet,pythia-160m-0_199.parquet,pythia-160m-0_199.parquet,-21.720458984375,-27.941967010498047,3,4
wh_questions_subject_gap,618,Margaret hadn't noticed rice that bores Gina.,Margaret hadn't noticed who rice bores Gina.,wh_questions_subject_gap_good_618,wh_questions_subject_gap_bad_618,longformer-715_719.parquet,longformer-685_689.parquet,pythia-160m-600_799.parquet,pythia-160m-600_799.parquet,-70.86500549316406,-73.34400177001953,9,9
irregular_plural_subject_verb_agreement_1,311,A lot of women learn who has argued.,A lot of women learns who has argued.,irregular_plural_subject_verb_agreement_1_good_311,irregular_plural_subject_verb_agreement_1_bad_311,longformer-460_464.parquet,longformer-470_474.parquet,pythia-160m-400_599.parquet,pythia-160m-400_599.parquet,-49.42535400390625,-51.925498962402344,9,9
irregular_plural_subject_verb_agreement_2,322,The alumni walk through some art gallery.,The alumnus walk through some art gallery.,irregular_plural_subject_verb_agreement_2_good_322,irregular_plural_subject_verb_agreement_2_bad_322,longformer-610_614.parquet,longformer-645_649.parquet,pythia-160m-600_799.parquet,pythia-160m-600_799.parquet,-42.56732940673828,-49.6916389465332,8,8
existential_there_quantifiers_2,248,Each chair is there falling.,There is each chair falling.,existential_there_quantifiers_2_good_248,existential_there_quantifiers_2_bad_248,longformer-190_194.parquet,longformer-160_164.parquet,pythia-160m-0_199.parquet,pythia-160m-0_199.parquet,-37.655677795410156,-34.39579772949219,6,6
matrix_question_npi_licensor_present,357,Has Lisa ever joked around?,Lisa has ever joked around.,matrix_question_npi_licensor_present_good_357,matrix_question_npi_licensor_present_bad_357,longformer-155_159.parquet,longformer-145_149.parquet,pythia-160m-0_199.parquet,pythia-160m-0_199.parquet,-38.87787628173828,-38.579917907714844,6,6
determiner_noun_agreement_with_adj_irregular_1,147,Jesus can hire that smart man.,Jesus can hire that smart men.,determiner_noun_agreement_with_adj_irregular_1_good_147,determiner_noun_agreement_with_adj_irregular_1_bad_147,longformer-240_244.parquet,longformer-220_224.parquet,pythia-160m-200_399.parquet,pythia-160m-200_399.parquet,-34.8144416809082,-38.4550666809082,7,7
wh_questions_subject_gap,614,Samantha might think about most offspring that are ascending a lot of stairs.,Samantha might think about what most offspring are ascending a lot of stairs.,wh_questions_subject_gap_good_614,wh_questions_subject_gap_bad_614,longformer-1225_1229.parquet,longformer-1225_1229.parquet,pythia-160m-1200_1399.parquet,pythia-160m-1200_1399.parquet,-82.4623794555664,-83.55232238769531,14,14
transitive,586,Judy hadn't cared for Martin.,Judy hadn't screamed Martin.,transitive_good_586,transitive_bad_586,longformer-220_224.parquet,longformer-160_164.parquet,pythia-160m-200_399.parquet,pythia-160m-0_199.parquet,-32.135231018066406,-38.252925872802734,7,6
passive_1,404,Monica's niece isn't hired by Lawrence.,Monica's niece isn't argued by Lawrence.,passive_1_good_404,passive_1_bad_404,longformer-550_554.parquet,longformer-560_564.parquet,pythia-160m-400_599.parquet,pythia-160m-400_599.parquet,-51.787635803222656,-56.16679000854492,9,9
wh_vs_that_no_gap_long_distance,641,Helen investigates that every cactus that does impress Anna hasn't distracted Janice.,Helen investigates who every cactus that does impress Anna hasn't distracted Janice.,wh_vs_that_no_gap_long_distance_good_641,wh_vs_that_no_gap_long_distance_bad_641,longformer-1270_1274.parquet,longformer-1265_1269.parquet,pythia-160m-1200_1399.parquet,pythia-160m-1200_1399.parquet,-105.83966064453125,-110.41085052490234,14,14
wh_vs_that_no_gap_long_distance,648,A lot of guests forget that this dancer that was disgusting Becca does watch Margaret.,A lot of guests forget who this dancer that was disgusting Becca does watch Margaret.,wh_vs_that_no_gap_long_distance_good_648,wh_vs_that_no_gap_long_distance_bad_648,longformer-1275_1279.parquet,longformer-1265_1269.parquet,pythia-160m-1200_1399.parquet,pythia-160m-1200_1399.parquet,-107.83041381835938,-111.89082336425781,16,16
wh_questions_object_gap,607,Those senators question the actor that the Impressionists aren't irritating.,Those senators question who the Impressionists aren't irritating the actor.,wh_questions_object_gap_good_607,wh_questions_object_gap_bad_607,longformer-1225_1229.parquet,longformer-1205_1209.parquet,pythia-160m-1200_1399.parquet,pythia-160m-1200_1399.parquet,-79.9835205078125,-75.091552734375,12,12
regular_plural_subject_verb_agreement_1,497,All glasses disgust Clyde.,All glasses disgusts Clyde.,regular_plural_subject_verb_agreement_1_good_497,regular_plural_subject_verb_agreement_1_bad_497,longformer-115_119.parquet,longformer-140_144.parquet,pythia-160m-0_199.parquet,pythia-160m-0_199.parquet,-40.38214111328125,-43.57903289794922,5,5
wh_island,592,What wouldn't Elizabeth learn she dislikes?,What wouldn't Elizabeth learn who dislikes?,wh_island_good_592,wh_island_bad_592,longformer-675_679.parquet,longformer-680_684.parquet,pythia-160m-600_799.parquet,pythia-160m-600_799.parquet,-53.669273376464844,-53.27401351928711,8,8
inchoative,277,Gerald was standing up.,Gerald was discussing.,inchoative_good_277,inchoative_bad_277,longformer-65_69.parquet,longformer-50_54.parquet,pythia-160m-0_199.parquet,pythia-160m-0_199.parquet,-26.45458221435547,-27.62972640991211,5,4
adjunct_island,0,Who is Stephanie curing before observing Elaine?,Who is Stephanie curing Elaine before observing?,adjunct_island_good_0,adjunct_island_bad_0,longformer-820_824.parquet,longformer-820_824.parquet,pythia-160m-800_999.parquet,pythia-160m-800_999.parquet,-59.063148498535156,-61.31337356567383,8,8
ellipsis_n_bar_1,206,All people's dermatologist can watch one unsure cousin of and all nephews of Kathleen can watch a few.,All people's dermatologist can watch one cousin of and all nephews of Kathleen can watch a few unsure.,ellipsis_n_bar_1_good_206,ellipsis_n_bar_1_bad_206,longformer-1315_1319.parquet,longformer-1320_1324.parquet,pythia-160m-1200_1399.parquet,pythia-160m-1200_1399.parquet,-126.87706756591797,-128.13552856445312,20,20
determiner_noun_agreement_with_adjective_1,165,Mushrooms didn't worry that unlucky actress.,Mushrooms didn't worry that unlucky actresses.,determiner_noun_agreement_with_adjective_1_good_165,determiner_noun_agreement_with_adjective_1_bad_165,longformer-700_704.parquet,longformer-735_739.parquet,pythia-160m-600_799.parquet,pythia-160m-600_799.parquet,-60.51253890991211,-64.60446166992188,8,8
principle_A_reconstruction,487,It's themselves that some boys escaped from.,It's themselves that escaped from some boys.,principle_A_reconstruction_good_487,principle_A_reconstruction_bad_487,longformer-700_704.parquet,longformer-680_684.parquet,pythia-160m-600_799.parquet,pythia-160m-600_799.parquet,-54.17955780029297,-49.66871643066406,9,9
wh_vs_that_with_gap,656,Cindy hasn't concealed who these screens haven't scared.,Cindy hasn't concealed that these screens haven't scared.,wh_vs_that_with_gap_good_656,wh_vs_that_with_gap_bad_656,longformer-995_999.parquet,longformer-1015_1019.parquet,pythia-160m-800_999.parquet,pythia-160m-1000_1199.parquet,-74.68634033203125,-72.9989242553711,11,11
existential_there_quantifiers_1,232,There was a newspaper article existing.,There was every newspaper article existing.,existential_there_quantifiers_1_good_232,existential_there_quantifiers_1_bad_232,longformer-520_524.parquet,longformer-665_669.parquet,pythia-160m-400_599.parquet,pythia-160m-600_799.parquet,-33.69379425048828,-38.02677917480469,7,7
intransitive,281,This computer cracked.,This computer looks like.,intransitive_good_281,intransitive_bad_281,longformer-55_59.parquet,longformer-95_99.parquet,pythia-160m-0_199.parquet,pythia-160m-0_199.parquet,-23.115129470825195,-23.262666702270508,4,5
principle_A_reconstruction,483,It's herself that Claire thought about.,It's herself that thought about Claire.,principle_A_reconstruction_good_483,principle_A_reconstruction_bad_483,longformer-545_549.parquet,longformer-550_554.parquet,pythia-160m-400_599.parquet,pythia-160m-400_599.parquet,-41.895606994628906,-45.126766204833984,8,8
wh_questions_subject_gap,619,Sara had investigated an association that wouldn't help every driver.,Sara had investigated who an association wouldn't help every driver.,wh_questions_subject_gap_good_619,wh_questions_subject_gap_bad_619,longformer-1155_1159.parquet,longformer-1145_1149.parquet,pythia-160m-1000_1199.parquet,pythia-160m-1000_1199.parquet,-76.6803970336914,-78.61338806152344,12,12
existential_there_subject_raising,253,There isn't about to be a popsicle astounding Lissa.,There isn't overjoyed to be a popsicle astounding Lissa.,existential_there_subject_raising_good_253,existential_there_subject_raising_bad_253,longformer-905_909.parquet,longformer-1000_1004.parquet,pythia-160m-800_999.parquet,pythia-160m-1000_1199.parquet,-66.6402359008789,-74.40972900390625,11,11
matrix_question_npi_licensor_present,355,Have some doctors ever shouted?,Some doctors have ever shouted.,matrix_question_npi_licensor_present_good_355,matrix_question_npi_licensor_present_bad_355,longformer-275_279.parquet,longformer-275_279.parquet,pythia-160m-200_399.parquet,pythia-160m-200_399.parquet,-38.02442169189453,-35.350311279296875,6,6
coordinate_structure_constraint_object_extraction,82,What had that report and a book disagreed with?,What has that report disagreed with and a book?,coordinate_structure_constraint_object_extraction_good_82,coordinate_structure_constraint_object_extraction_bad_82,longformer-770_774.parquet,longformer-770_774.parquet,pythia-160m-600_799.parquet,pythia-160m-600_799.parquet,-53.4109992980957,-55.10258102416992,10,10
causative,53,Sandra wouldn't turn some carriage.,Sandra wouldn't rust some carriage.,causative_good_53,causative_bad_53,longformer-400_404.parquet,longformer-430_434.parquet,pythia-160m-400_599.parquet,pythia-160m-400_599.parquet,-54.19808578491211,-57.933231353759766,7,7
wh_vs_that_no_gap_long_distance,643,Those drivers might find out that some high school that vanishes disgusts some teacher.,Those drivers might find out who some high school that vanishes disgusts some teacher.,wh_vs_that_no_gap_long_distance_good_643,wh_vs_that_no_gap_long_distance_bad_643,longformer-1275_1279.parquet,longformer-1270_1274.parquet,pythia-160m-1200_1399.parquet,pythia-160m-1200_1399.parquet,-94.6509780883789,-100.97039031982422,15,15
wh_island,595,Who have these organizations figured out they should disturb?,Who have these organizations figured out what should disturb?,wh_island_good_595,wh_island_bad_595,longformer-1075_1079.parquet,longformer-1070_1074.parquet,pythia-160m-1000_1199.parquet,pythia-160m-1000_1199.parquet,-56.72296142578125,-56.916595458984375,10,10
wh_questions_subject_gap_long_distance,624,Travis has discovered most customers that many girls return to that care for cashiers.,Travis has discovered who most customers that many girls return to care for cashiers.,wh_questions_subject_gap_long_distance_good_624,wh_questions_subject_gap_long_distance_bad_624,longformer-1270_1274.parquet,longformer-1265_1269.parquet,pythia-160m-1200_1399.parquet,pythia-160m-1200_1399.parquet,-109.08798217773438,-102.73578643798828,15,15
regular_plural_subject_verb_agreement_1,495,Those guys aren't bothering Amelia.,Those guys isn't bothering Amelia.,regular_plural_subject_verb_agreement_1_good_495,regular_plural_subject_verb_agreement_1_bad_495,longformer-425_429.parquet,longformer-365_369.parquet,pythia-160m-400_599.parquet,pythia-160m-200_399.parquet,-38.0655403137207,-41.88177490234375,7,7
existential_there_object_raising,226,Ruth's daughter wasn't expecting there to be a carriage slowing.,Ruth's daughter wasn't pressuring there to be a carriage slowing.,existential_there_object_raising_good_226,existential_there_object_raising_bad_226,longformer-1100_1104.parquet,longformer-1115_1119.parquet,pythia-160m-1000_1199.parquet,pythia-160m-1000_1199.parquet,-67.07918548583984,-78.77137756347656,13,13
expletive_it_object_raising,265,Nina's nieces haven't expected it to be a shame that Monica had tempted Beverly to question Monica.,Nina's nieces haven't convinced it to be a shame that Monica had tempted Beverly to question Monica.,expletive_it_object_raising_good_265,expletive_it_object_raising_bad_265,longformer-1310_1314.parquet,longformer-1310_1314.parquet,pythia-160m-1200_1399.parquet,pythia-160m-1200_1399.parquet,-119.35765075683594,-125.2757339477539,20,20
only_npi_scope,391,Only some popsicle that Kevin can find can ever vaporize.,Some popsicle that only Kevin can find can ever vaporize.,only_npi_scope_good_391,only_npi_scope_bad_391,longformer-1015_1019.parquet,longformer-1005_1009.parquet,pythia-160m-1000_1199.parquet,pythia-160m-1000_1199.parquet,-73.38499450683594,-75.24519348144531,11,11
anaphor_gender_agreement,10,Lawrence disturbed himself.,Lawrence disturbed itself.,anaphor_gender_agreement_good_10,anaphor_gender_agreement_bad_10,longformer-155_159.parquet,longformer-125_129.parquet,pythia-160m-0_199.parquet,pythia-160m-0_199.parquet,-24.99833106994629,-26.822263717651367,4,4
left_branch_island_simple_question,345,Which guest should Veronica heal?,Which should Veronica heal guest?,left_branch_island_simple_question_good_345,left_branch_island_simple_question_bad_345,longformer-340_344.parquet,longformer-350_354.parquet,pythia-160m-200_399.parquet,pythia-160m-200_399.parquet,-51.25384521484375,-46.552101135253906,6,6
inchoative,276,Planes have broken.,Planes have admired.,inchoative_good_276,inchoative_bad_276,longformer-35_39.parquet,longformer-35_39.parquet,pythia-160m-0_199.parquet,pythia-160m-0_199.parquet,-21.666732788085938,-28.266956329345703,4,4
principle_A_domain_3,478,Tiffany says William will approach himself.,William says Tiffany will approach himself.,principle_A_domain_3_good_478,principle_A_domain_3_bad_478,longformer-675_679.parquet,longformer-670_674.parquet,pythia-160m-600_799.parquet,pythia-160m-600_799.parquet,-46.87482452392578,-43.07950210571289,7,7
wh_island,593,What has Andrew forgotten he doesn't ascend?,What has Andrew forgotten what doesn't ascend?,wh_island_good_593,wh_island_bad_593,longformer-685_689.parquet,longformer-745_749.parquet,pythia-160m-600_799.parquet,pythia-160m-600_799.parquet,-51.94746398925781,-54.90715789794922,9,9
principle_A_domain_2,466,Donna said drivers haven't complained about themselves.,Donna said drivers haven't complained about herself.,principle_A_domain_2_good_466,principle_A_domain_2_bad_466,longformer-965_969.parquet,longformer-910_914.parquet,pythia-160m-800_999.parquet,pythia-160m-800_999.parquet,-49.16610336303711,-52.4296875,9,9
irregular_past_participle_verbs,304,Donald broke these cups.,Donald broken these cups.,irregular_past_participle_verbs_good_304,irregular_past_participle_verbs_bad_304,longformer-75_79.parquet,longformer-95_99.parquet,pythia-160m-0_199.parquet,pythia-160m-0_199.parquet,-31.50927734375,-36.00404357910156,5,5
passive_1,405,These mothers of David are helped by teachers.,These mothers of David are flirted by teachers.,passive_1_good_405,passive_1_bad_405,longformer-745_749.parquet,longformer-760_764.parquet,pythia-160m-600_799.parquet,pythia-160m-600_799.parquet,-47.94092559814453,-61.349334716796875,9,9
animate_subject_passive,36,Carol is described by some senators.,Carol is described by some chicken.,animate_subject_passive_good_36,animate_subject_passive_bad_36,longformer-435_439.parquet,longformer-415_419.parquet,pythia-160m-400_599.parquet,pythia-160m-400_599.parquet,-35.365257263183594,-36.0534553527832,7,7
determiner_noun_agreement_with_adj_2,136,Cindy toured that clean movie theater.,Cindy toured those clean movie theater.,determiner_noun_agreement_with_adj_2_good_136,determiner_noun_agreement_with_adj_2_bad_136,longformer-505_509.parquet,longformer-550_554.parquet,pythia-160m-400_599.parquet,pythia-160m-400_599.parquet,-53.916038513183594,-60.67594909667969,7,7
determiner_noun_agreement_irregular_1,115,The cats scare this woman.,The cats scare this women.,determiner_noun_agreement_irregular_1_good_115,determiner_noun_agreement_irregular_1_bad_115,longformer-130_134.parquet,longformer-120_124.parquet,pythia-160m-0_199.parquet,pythia-160m-0_199.parquet,-36.88359832763672,-39.69600296020508,6,6
inchoative,278,Some drawings of that truck sell.,Some drawings of that truck clean.,inchoative_good_278,inchoative_bad_278,longformer-355_359.parquet,longformer-380_384.parquet,pythia-160m-200_399.parquet,pythia-160m-200_399.parquet,-40.629188537597656,-41.32261657714844,7,7
causative,58,These guests evaporate those rivers.,These guests waste away those rivers.,causative_good_58,causative_bad_58,longformer-450_454.parquet,longformer-480_484.parquet,pythia-160m-400_599.parquet,pythia-160m-400_599.parquet,-43.405601501464844,-43.54898452758789,6,7
ellipsis_n_bar_2,217,Every legislature referenced several senators and Russell referenced a few employed senators.,Every legislature referenced several fast senators and Russell referenced a few employed.,ellipsis_n_bar_2_good_217,ellipsis_n_bar_2_bad_217,longformer-1295_1299.parquet,longformer-1285_1289.parquet,pythia-160m-1200_1399.parquet,pythia-160m-1200_1399.parquet,-87.63237762451172,-101.60335540771484,13,13
tough_vs_raising_2,578,Alan's ex-girlfriends aren't unlikely to drop by movie theaters.,Alan's ex-girlfriends aren't enjoyable to drop by movie theaters.,tough_vs_raising_2_good_578,tough_vs_raising_2_bad_578,longformer-1100_1104.parquet,longformer-1115_1119.parquet,pythia-160m-1000_1199.parquet,pythia-160m-1000_1199.parquet,-60.40963363647461,-67.40023040771484,14,14
matrix_question_npi_licensor_present,351,Had every couch ever cracked?,Every couch had ever cracked.,matrix_question_npi_licensor_present_good_351,matrix_question_npi_licensor_present_bad_351,longformer-220_224.parquet,longformer-195_199.parquet,pythia-160m-0_199.parquet,pythia-160m-200_399.parquet,-41.38224411010742,-37.94674301147461,6,6
wh_vs_that_with_gap_long_distance,669,All children investigated who those children that scare those companies were escaping from.,All children investigated that those children that scare those companies were escaping from.,wh_vs_that_with_gap_long_distance_good_669,wh_vs_that_with_gap_long_distance_bad_669,longformer-1295_1299.parquet,longformer-1295_1299.parquet,pythia-160m-1200_1399.parquet,pythia-160m-1200_1399.parquet,-96.12427520751953,-91.76069641113281,14,14
determiner_noun_agreement_irregular_1,118,Most drivers discover these people.,Most drivers discover these person.,determiner_noun_agreement_irregular_1_good_118,determiner_noun_agreement_irregular_1_bad_118,longformer-435_439.parquet,longformer-420_424.parquet,pythia-160m-400_599.parquet,pythia-160m-400_599.parquet,-34.26658630371094,-38.07529067993164,6,6
determiner_noun_agreement_with_adj_irregular_1,149,Charles has explored that concealed oasis.,Charles has explored that concealed oases.,determiner_noun_agreement_with_adj_irregular_1_good_149,determiner_noun_agreement_with_adj_irregular_1_bad_149,longformer-660_664.parquet,longformer-655_659.parquet,pythia-160m-600_799.parquet,pythia-160m-600_799.parquet,-51.69082260131836,-52.33490753173828,7,7
wh_vs_that_no_gap,630,Raymond realizes that many girls bike to some hill.,Raymond realizes what many girls bike to some hill.,wh_vs_that_no_gap_good_630,wh_vs_that_no_gap_bad_630,longformer-885_889.parquet,longformer-885_889.parquet,pythia-160m-800_999.parquet,pythia-160m-800_999.parquet,-65.908935546875,-70.92935180664062,10,10
matrix_question_npi_licensor_present,352,Had a lot of boys ever argued?,A lot of boys had ever argued.,matrix_question_npi_licensor_present_good_352,matrix_question_npi_licensor_present_bad_352,longformer-230_234.parquet,longformer-240_244.parquet,pythia-160m-200_399.parquet,pythia-160m-200_399.parquet,-39.39745330810547,-42.43231201171875,8,8
adjunct_island,1,Who might Derek criticize without firing drivers?,Who might Derek criticize drivers without firing?,adjunct_island_good_1,adjunct_island_bad_1,longformer-845_849.parquet,longformer-835_839.parquet,pythia-160m-800_999.parquet,pythia-160m-800_999.parquet,-57.771507263183594,-56.909034729003906,8,8
principle_A_domain_2,460,Charles wasn't imagining Wendy couldn't hide herself.,Charles wasn't imagining Wendy couldn't hide himself.,principle_A_domain_2_good_460,principle_A_domain_2_bad_460,longformer-930_934.parquet,longformer-930_934.parquet,pythia-160m-800_999.parquet,pythia-160m-800_999.parquet,-51.71173858642578,-54.36466979980469,10,10
sentential_subject_island,536,What did a lot of adults' watching Adam sound like.,What did a lot of adults' watching sound like Adam.,sentential_subject_island_good_536,sentential_subject_island_bad_536,longformer-890_894.parquet,longformer-895_899.parquet,pythia-160m-800_999.parquet,pythia-160m-800_999.parquet,-64.75914001464844,-66.34228515625,12,12
determiner_noun_agreement_irregular_2,122,Kristin examined that thesis.,Kristin examined those thesis.,determiner_noun_agreement_irregular_2_good_122,determiner_noun_agreement_irregular_2_bad_122,longformer-220_224.parquet,longformer-230_234.parquet,pythia-160m-200_399.parquet,pythia-160m-200_399.parquet,-39.3316650390625,-45.948150634765625,5,5
animate_subject_trans,41,Naomi bikes to every closet.,A hill bikes to every closet.,animate_subject_trans_good_41,animate_subject_trans_bad_41,longformer-185_189.parquet,longformer-215_219.parquet,pythia-160m-0_199.parquet,pythia-160m-200_399.parquet,-46.0147819519043,-47.541053771972656,6,7
npi_present_2,378,Monica had certainly found some glacier to melt.,Monica had ever found some glacier to melt.,npi_present_2_good_378,npi_present_2_bad_378,longformer-805_809.parquet,longformer-665_669.parquet,pythia-160m-800_999.parquet,pythia-160m-600_799.parquet,-55.20158386230469,-55.32501983642578,9,9
tough_vs_raising_1,561,Dawn is fun to reference.,Dawn is apt to reference.,tough_vs_raising_1_good_561,tough_vs_raising_1_bad_561,longformer-100_104.parquet,longformer-115_119.parquet,pythia-160m-0_199.parquet,pythia-160m-0_199.parquet,-34.52527618408203,-37.177425384521484,6,6
ellipsis_n_bar_2,219,That doctor did discuss one movie theater and many grandmothers of Lori did discuss more old movie theater.,That doctor did discuss one smooth movie theater and many grandmothers of Lori did discuss more old.,ellipsis_n_bar_2_good_219,ellipsis_n_bar_2_bad_219,longformer-1325_1329.parquet,longformer-1310_1314.parquet,pythia-160m-1200_1399.parquet,pythia-160m-1200_1399.parquet,-124.52178192138672,-132.3980712890625,19,18
wh_vs_that_no_gap,638,Teresa knows that most children can't leave Danielle.,Teresa knows who most children can't leave Danielle.,wh_vs_that_no_gap_good_638,wh_vs_that_no_gap_bad_638,longformer-935_939.parquet,longformer-900_904.parquet,pythia-160m-800_999.parquet,pythia-160m-800_999.parquet,-56.47390365600586,-64.65821075439453,10,10
sentential_negation_npi_scope,521,Cheryl's brothers who have driven to most malls have not ever collaborated.,Cheryl's brothers who have not driven to most malls have ever collaborated.,sentential_negation_npi_scope_good_521,sentential_negation_npi_scope_bad_521,longformer-1205_1209.parquet,longformer-1220_1224.parquet,pythia-160m-1200_1399.parquet,pythia-160m-1200_1399.parquet,-99.33894348144531,-103.47551727294922,14,14
principle_A_domain_2,465,Catherine isn't explaining Alexander will fire himself.,Catherine isn't explaining Alexander will fire herself.,principle_A_domain_2_good_465,principle_A_domain_2_bad_465,longformer-965_969.parquet,longformer-980_984.parquet,pythia-160m-800_999.parquet,pythia-160m-800_999.parquet,-65.17203521728516,-67.15221405029297,9,9
existential_there_quantifiers_1,230,There is a boy discovering Julie to complain.,There is each boy discovering Julie to complain.,existential_there_quantifiers_1_good_230,existential_there_quantifiers_1_bad_230,longformer-715_719.parquet,longformer-810_814.parquet,pythia-160m-600_799.parquet,pythia-160m-800_999.parquet,-56.58421325683594,-61.60598373413086,9,9
expletive_it_object_raising,267,John wasn't declaring it to be not so obvious that Jodi is driving to the movie theater.,John prompted it to be not so obvious that Jodi is driving to the movie theater.,expletive_it_object_raising_good_267,expletive_it_object_raising_bad_267,longformer-1280_1284.parquet,longformer-1235_1239.parquet,pythia-160m-1200_1399.parquet,pythia-160m-1200_1399.parquet,-89.35002136230469,-78.83454895019531,19,17
irregular_past_participle_verbs,305,Adults broke this computer.,Adults broken this computer.,irregular_past_participle_verbs_good_305,irregular_past_participle_verbs_bad_305,longformer-145_149.parquet,longformer-160_164.parquet,pythia-160m-0_199.parquet,pythia-160m-0_199.parquet,-35.683387756347656,-39.59794235229492,5,5
determiner_noun_agreement_irregular_2,127,Beverly was working with this person.,Beverly was working with these person.,determiner_noun_agreement_irregular_2_good_127,determiner_noun_agreement_irregular_2_bad_127,longformer-480_484.parquet,longformer-485_489.parquet,pythia-160m-400_599.parquet,pythia-160m-400_599.parquet,-38.93134307861328,-44.66730880737305,7,7
passive_2,415,Nephews of Amelia weren't hurt.,Nephews of Amelia weren't communicated.,passive_2_good_415,passive_2_bad_415,longformer-275_279.parquet,longformer-530_534.parquet,pythia-160m-200_399.parquet,pythia-160m-400_599.parquet,-52.373023986816406,-58.369529724121094,7,7
anaphor_number_agreement,27,Kristen shouldn't heal herself.,Kristen shouldn't heal themselves.,anaphor_number_agreement_good_27,anaphor_number_agreement_bad_27,longformer-245_249.parquet,longformer-370_374.parquet,pythia-160m-200_399.parquet,pythia-160m-200_399.parquet,-39.910282135009766,-42.27980041503906,6,6
existential_there_subject_raising,251,There isn't bound to be steak blackening.,There isn't pleased to be steak blackening.,existential_there_subject_raising_good_251,existential_there_subject_raising_bad_251,longformer-625_629.parquet,longformer-665_669.parquet,pythia-160m-600_799.parquet,pythia-160m-600_799.parquet,-49.72840881347656,-54.79766845703125,9,9
principle_A_case_2,441,Amy wasn't thinking about herself listening to Marcus.,Amy wasn't thinking about herself listened to Marcus.,principle_A_case_2_good_441,principle_A_case_2_bad_441,longformer-960_964.parquet,longformer-935_939.parquet,pythia-160m-800_999.parquet,pythia-160m-800_999.parquet,-54.35078048706055,-57.97746658325195,10,10
tough_vs_raising_1,560,Laura isn't interesting to cure.,Laura isn't soon to cure.,tough_vs_raising_1_good_560,tough_vs_raising_1_bad_560,longformer-290_294.parquet,longformer-105_109.parquet,pythia-160m-200_399.parquet,pythia-160m-0_199.parquet,-46.499488830566406,-45.481109619140625,7,7
